epa_class,srn,facility_name,address_line1,city,zip,county,egle_district,staff,address_full
MINOR,N5020,CITY OF TRAVERSE CITY,625 WOODMERE AVENUE,TRAVERSE CITY,49686,GRAND TRAVERSE,CADILLAC,LINDGRENJ2,"625 WOODMERE AVENUE, TRAVERSE CITY, MI 49686"
MINOR,P0400,MOLLERS NORTH AMERICA INC,5215 52ND STREET SE,GRAND RAPIDS,49512,KENT,GRAND RAPIDS,LAZZAROA1,"5215 52ND STREET SE, GRAND RAPIDS, MI 49512"
MINOR,B7926,CROP PRODUCTION SERVICES,25479 PRAIRIE CORNERS,MENDON,49072,SAINT JOSEPH,KALAMAZOO,COLLINSC21,"25479 PRAIRIE CORNERS, MENDON, MI 49072"
MINOR,N5461,AMOCO OIL COMPANY-MAIN ST. ST. JOSEPH,220 MAIN STREET,SAINT JOSEPH,49085,BERRIEN,KALAMAZOO,DESKINSM,"220 MAIN STREET, SAINT JOSEPH, MI 49085"
MINOR,N5283,AMOCO OIL COMPANY RED ARROW HWY BRIDGMAN,10291 RED ARROW HWY,BRIDGMAN,49106,BERRIEN,KALAMAZOO,DESKINSM,"10291 RED ARROW HWY, BRIDGMAN, MI 49106"
MINOR,N3074,D.A. D'AGOSTINO EXCAVATING & TRUCKING,2108 WEST SHAWNEE ROAD,BARODA,49101,BERRIEN,KALAMAZOO,DESKINSM,"2108 WEST SHAWNEE ROAD, BARODA, MI 49101"
MINOR,M4778,COFFEE EXPRESS COMPANY,47722 CLIPPER STREET,PLYMOUTH,48170,WAYNE,DETROIT,SANDOVALC,"47722 CLIPPER STREET, PLYMOUTH, MI 48170"
,N1597,MARSHALL CATTLE FARMS,5684 29 MILE RD,HOMER,49245,CALHOUN,KALAMAZOO,CHAPELA,"5684 29 MILE RD, HOMER, MI 49245"
MINOR,N1572,CITY OF KALAMAZOO-HOWARD AVE,HOWARD AVENUE & KENDALL STREET,KALAMAZOO,49006,KALAMAZOO,KALAMAZOO,BROTHERSM,"HOWARD AVENUE & KENDALL STREET, KALAMAZOO, MI 49006"
MINOR,N3824,CITY OF KALAMAZOO - STOCKBRIDGE AND CROSSTOWN,CORNER OF STOCKBRIDGE AVE AND CROSSTOWN PARKWAY,KALAMAZOO,49001,KALAMAZOO,KALAMAZOO,BROTHERSM,"CORNER OF STOCKBRIDGE AVE AND CROSSTOWN PARKWAY, KALAMAZOO, MI 49001"
,B6494,HAWORTH INC,200 BLUE STAR HIGHWAY,DOUGLAS,49406,ALLEGAN,KALAMAZOO,YAZZIEC,"200 BLUE STAR HIGHWAY, DOUGLAS, MI 49406"
MINOR,N1263,DOUGLAS MARINE,6780 ENTERPRISE,DOUGLAS,49406,ALLEGAN,KALAMAZOO,YAZZIEC,"6780 ENTERPRISE, DOUGLAS, MI 49406"
,N3946,DOUG'S AUTO RECYCLERS,352 S ANGOLA ROAD,COLDWATER,49036,BRANCH,KALAMAZOO,COLLINSC21,"352 S ANGOLA ROAD, COLDWATER, MI 49036"
MINOR,M0731,CARE CENTER HOSPITAL FOR ANIMALS,657 E CHICAGO ROAD,COLDWATER,49036,BRANCH,KALAMAZOO,COLLINSC21,"657 E CHICAGO ROAD, COLDWATER, MI 49036"
,P0401,SEBRIGHT PRODUCTS INC.,2631 12TH STREET,WAYLAND,49348,ALLEGAN,KALAMAZOO,YAZZIEC,"2631 12TH STREET, WAYLAND, MI 49348"
MINOR,N3280,DIESEL FLEET SERVICES (QUALITY CAR CARE),1101 S FRONT ST,MARQUETTE,49855,MARQUETTE,MARQUETTE,SCANLANJ,"1101 S FRONT ST, MARQUETTE, MI 49855"
,M4271,"KEY OPPORTUNITIES, INC.",400 N HILLSDALE ST,HILLSDALE,49242,HILLSDALE,JACKSON,CARLEYB,"400 N HILLSDALE ST, HILLSDALE, MI 49242"
,B5581,ARMOUR SWIFT ECKRICH,4551 SQUIRES ROAD,QUINCY,49082,HILLSDALE,JACKSON,CARLEYB,"4551 SQUIRES ROAD, QUINCY, MI 49082"
MINOR,P0402,SPECTRUM BRADFORD DATA CENTER,2859 BRADFORD STREET,GRAND RAPIDS,49525,KENT,GRAND RAPIDS,COXM9,"2859 BRADFORD STREET, GRAND RAPIDS, MI 49525"
,M4700,FORD MOTOR COMPANY - WOODHAVEN FORGING PLANT,24189 ALLEN ROAD,WOODHAVEN,48183,WAYNE,DETROIT,,"24189 ALLEN ROAD, WOODHAVEN, MI 48183"
MINOR,P0403,"SUNOCO GAS STATION, SUNOCO FOOD MARKET",25000 GREENFIELD ROAD,OAK PARK,48237,OAKLAND,WARREN,KONANAHALLII,"25000 GREENFIELD ROAD, OAK PARK, MI 48237"
,F8740,SRN DOES NOT EXIST - DISREGARD,ROAD,NEWAYGO,49337,NEWAYGO,GRAND RAPIDS,DIXONJ2,"ROAD, NEWAYGO, MI 49337"
MINOR,P0404,"SUNOCO GAS STATION, SUNOCO UNION LAKE",2500 UNION LAKE ROAD,COMMERCE TWP,48382,OAKLAND,WARREN,KONANAHALLII,"2500 UNION LAKE ROAD, COMMERCE TWP, MI 48382"
MINOR,P0405,"GREEN TECH SOLUTIONS, LLC",138 S. Junction,DETROIT,48209,WAYNE,DETROIT,,"138 S. Junction, DETROIT, MI 48209"
,P0406,C. JERRY MARKETS,3853 PINE GROVE ROAD,PORT HURON,48060,SAINT CLAIR,WARREN,,"3853 PINE GROVE ROAD, PORT HURON, MI 48060"
,P0407,"EPAINT RECYCLING, INCORPORATED",56 LEONARDWOOD DR,BATTLE CREEK,49037,CALHOUN,KALAMAZOO,CHAPELA,"56 LEONARDWOOD DR, BATTLE CREEK, MI 49037"
MINOR,F8470,SANDMOLD SYSTEMS,313 W STATE ROAD,NEWAYGO,49337,NEWAYGO,GRAND RAPIDS,DEVRIESK1,"313 W STATE ROAD, NEWAYGO, MI 49337"
MINOR,B9060,STERLING SERVICES LTD,1530 COMMOR STREET,HAMTRAMCK,48212,WAYNE,DETROIT,,"1530 COMMOR STREET, HAMTRAMCK, MI 48212"
MEGASITE,P0408,EES COKE BATTERY L.L.C.,1400 Zug Island Road,RIVER ROUGE,48209,WAYNE,DETROIT,KOSTERK1,"1400 Zug Island Road, RIVER ROUGE, MI 48209"
MINOR,B4040,KELSEY-HAYES COMPANY (TRW),101 OAK STREET,MILFORD,48381,OAKLAND,WARREN,PINGAR,"101 OAK STREET, MILFORD, MI 48381"
MINOR,B7129,CENTERLESS GRINDER REPAIR,15085 E. 11 Mile Road,ROSEVILLE,48066,MACOMB,WARREN,,"15085 E. 11 Mile Road, ROSEVILLE, MI 48066"
MINOR,M4571,METROTECH COLLISION,1301 MICHIGAN AVENUE & 1301 LEVERETTE,DETROIT,48226,WAYNE,DETROIT,HEMBENT,"1301 MICHIGAN AVENUE & 1301 LEVERETTE, DETROIT, MI 48226"
MINOR,N0717,BUTCHER BOY MEATS,20643 STEPHENS STREET,ST CLAIR SHRS,48080,MACOMB,WARREN,,"20643 STEPHENS STREET, ST CLAIR SHRS, MI 48080"
MINOR,P0409,"PANTERO, INC.",164 INDUSCO CT,TROY,48083,OAKLAND,WARREN,DZIADOSZM,"164 INDUSCO CT, TROY, MI 48083"
,N1063,CAMEO COLOR COAT INC.,6051 HASTINGS STREET,DETROIT,48211,WAYNE,DETROIT,,"6051 HASTINGS STREET, DETROIT, MI 48211"
MINOR,P0410,DCP MIDSTREAM LP,SEC 8 T19N R3W,HARRISON,48625,CLARE,BAY CITY,LEBLANCS,"SEC 8 T19N R3W, HARRISON, MI 48625"
MINOR,M3428,OAKWOOD HERITAGE HOSPITAL,10000 TELEGRAPH ROAD,TAYLOR,48180,WAYNE,DETROIT,,"10000 TELEGRAPH ROAD, TAYLOR, MI 48180"
MINOR,B6472,MICHIGAN CONSOLIDATED GAS CO. NORTHWESTERN STATION,30975 W 14 MILE ROAD,FARMINGTN HLS,48331,OAKLAND,WARREN,KONANAHALLII,"30975 W 14 MILE ROAD, FARMINGTN HLS, MI 48331"
,P0411,REVOLUTION ONSITE CRUSHING,62994 TERRITORIAL ROAD,HARTFORD,49057,VAN BUREN,KALAMAZOO,BENAWAYR,"62994 TERRITORIAL ROAD, HARTFORD, MI 49057"
MINOR,C2612,PENNOCK HOSPITAL,1009 WEST GREEN STREET,HASTINGS,49058,BARRY,GRAND RAPIDS,GRINSTERNE,"1009 WEST GREEN STREET, HASTINGS, MI 49058"
MINOR,N1999,CORLIN CO,1640 MARION STREET,GRAND HAVEN,49417,OTTAWA,GRAND RAPIDS,ROBINSONC17,"1640 MARION STREET, GRAND HAVEN, MI 49417"
,B7905,BLODGETT OIL COMPANY INC,4488 N SHERIDAN RD,STANTON,48888,MONTCALM,GRAND RAPIDS,,"4488 N SHERIDAN RD, STANTON, MI 48888"
MAJOR,H6303,INTEGRATED MANUFACTURING,6555 EAST DAVISON,DETROIT,48212,WAYNE,DETROIT,HEMBENT,"6555 EAST DAVISON, DETROIT, MI 48212"
SM OPT OUT,P0412,POWER SOLUTIONS INTERNATIONAL,32505 Industrial Drive,MADISON HTS,48071,OAKLAND,WARREN,LEFFERTK,"32505 Industrial Drive, MADISON HTS, MI 48071"
MINOR,P0413,INVECAST CORPORATION,25737 SHERWOOD AVE,WARREN,48091,MACOMB,WARREN,PINGAR,"25737 SHERWOOD AVE, WARREN, MI 48091"
MINOR,B4369,KOENIG FUEL AND SUPPLY COMPANY,500 E SEVEN MILE ROAD,DETROIT,48203,WAYNE,DETROIT,,"500 E SEVEN MILE ROAD, DETROIT, MI 48203"
MINOR,N5378,INALFA/SSI ROOF SYSTEMS,12500 East Nine Mile Road,WARREN,48089,MACOMB,WARREN,,"12500 East Nine Mile Road, WARREN, MI 48089"
MINOR,P0414,FAST TRACK VENTURES LLC,322 S MAIN ST,ROMEO,48065,MACOMB,WARREN,KELLYK6,"322 S MAIN ST, ROMEO, MI 48065"
MAJOR,P0415,NORTH AMERICAN NATURAL RESOURCES (NANR),4143 E. Rathburn Road,BIRCH RUN,48415,SAGINAW,BAY CITY,MCCANNG2,"4143 E. Rathburn Road, BIRCH RUN, MI 48415"
MINOR,P0416,METAL-TECH SYSTEMS INC.,3077 OLD FARM LANE,COMMERCE TWP,48390,OAKLAND,WARREN,KONANAHALLII,"3077 OLD FARM LANE, COMMERCE TWP, MI 48390"
MINOR,P0417,MOTUS INTEGRATED TECHNOLOGIES - BATTLE CREEK,2500 LOGISTICS DRIVE,BATTLE CREEK,49037,CALHOUN,KALAMAZOO,CHAPELA,"2500 LOGISTICS DRIVE, BATTLE CREEK, MI 49037"
MINOR,J5335,GARDEN CITY HOSPITAL,6245 INKSTER ROAD,GARDEN CITY,48135,WAYNE,DETROIT,,"6245 INKSTER ROAD, GARDEN CITY, MI 48135"
,P0418,DYNAMIC METAL TREATING,7784 RONDA DRIVE,CANTON TWP,48187,WAYNE,DETROIT,,"7784 RONDA DRIVE, CANTON TWP, MI 48187"
MINOR,P0419,SELLERS COLLISION CENTER,24631 HATHAWAY STREET,FARMINGTN HLS,48335,OAKLAND,WARREN,BOGNARA1,"24631 HATHAWAY STREET, FARMINGTN HLS, MI 48335"
MINOR,P0420,WOODWORTH INC PONTIAC,500 CENTERPOINT PARKWAY N,PONTIAC,48341,OAKLAND,WARREN,DZIADOSZM,"500 CENTERPOINT PARKWAY N, PONTIAC, MI 48341"
MINOR,P0421,A.M. TODD COMPANY,1717 Douglas Ave.,KALAMAZOO,49007,KALAMAZOO,KALAMAZOO,BROTHERSM,"1717 Douglas Ave., KALAMAZOO, MI 49007"
,P0422,SUPERIOR ENVIRONMENTAL CORP,101 N STATE ST,GOBLES,49055,VAN BUREN,KALAMAZOO,BENAWAYR,"101 N STATE ST, GOBLES, MI 49055"
SM OPT OUT,P0423,"STERLING PERFORMANCE, INC.",54420 PONTIAC TRAIL,MILFORD,48381,OAKLAND,WARREN,DZIADOSZM,"54420 PONTIAC TRAIL, MILFORD, MI 48381"
MINOR,H6483,SUPERIOR MATERIALS LLC,20565 HOOVER STREET,DETROIT,48205,WAYNE,DETROIT,KRAWIECG,"20565 HOOVER STREET, DETROIT, MI 48205"
MINOR,P0424,SPEEDWAY GAS STATION,4727 Crooks Road,ROYAL OAK,48073,OAKLAND,WARREN,KONANAHALLII,"4727 Crooks Road, ROYAL OAK, MI 48073"
MINOR,P0425,LAKESHORE RECLAMATION & RESALE,9702 PORTAGE ROAD,KALAMAZOO,49002,KALAMAZOO,KALAMAZOO,DESKINSM,"9702 PORTAGE ROAD, KALAMAZOO, MI 49002"
MAJOR,P0426,ADRIAN ENERGY ASSOCIATES LLC,1900 NORTH OGDEN HWY,ADRIAN,49221,LENAWEE,JACKSON,KAVANAUGHD,"1900 NORTH OGDEN HWY, ADRIAN, MI 49221"
MINOR,P0427,GRAND VALLEY REGIONAL BIOSOLIDS,1300 MARKET AVENUE SW,GRAND RAPIDS,49503,KENT,GRAND RAPIDS,LAZZAROA1,"1300 MARKET AVENUE SW, GRAND RAPIDS, MI 49503"
MINOR,P0428,UNIVERSAL TUBE INC.,2607 BOND STREET,ROCHESTER HLS,48309,OAKLAND,WARREN,DZIADOSZM,"2607 BOND STREET, ROCHESTER HLS, MI 48309"
MAJOR,P0429,MAGNA DEXSYS (DELTA EXTERIOR SYSTEMS),5589 W. MOUNT HOPE HIGHWAY,LANSING,48917,EATON,LANSING,DAVISS46,"5589 W. MOUNT HOPE HIGHWAY, LANSING, MI 48917"
MINOR,P0430,"BONSAL AMERICAN, INC.",2280 AUBURN RD,AUBURN HILLS,48326,OAKLAND,WARREN,KELLYK6,"2280 AUBURN RD, AUBURN HILLS, MI 48326"
MINOR,P0431,DETROIT BULK STORAGE,115 Rosa Parks Boulevard,DETROIT,48216,WAYNE,DETROIT,KRAWIECG,"115 Rosa Parks Boulevard, DETROIT, MI 48216"
MINOR,P0432,KARL-HEINZ AUTO CENTER INC,5130 MEIJER DR,ROYAL OAK,48073,OAKLAND,WARREN,KONANAHALLII,"5130 MEIJER DR, ROYAL OAK, MI 48073"
MINOR,P0433,MARATHON OIL - GARFIELD C4-36,13500 NAPLES ROAD SE,FIFE LAKE,49633,KALKASKA,CADILLAC,OWENSC1,"13500 NAPLES ROAD SE, FIFE LAKE, MI 49633"
MINOR,P0434,"NICHOLSON TERMINAL & DOCK CO., PORT OF DETROIT",4105 West Jefferson,DETROIT,48209,WAYNE,DETROIT,KORNISKIJ,"4105 West Jefferson, DETROIT, MI 48209"
MINOR,M4329,VICTORY PACKAGING,800 JUNCTION,PLYMOUTH,48170,WAYNE,DETROIT,,"800 JUNCTION, PLYMOUTH, MI 48170"
MINOR,P0435,CORE ENERGY - BEAVER CREEK C3-11,KING ROAD,GRAYLING,49738,CRAWFORD,CADILLAC,DICKMANR,"KING ROAD, GRAYLING, MI 49738"
MINOR,P0436,MICHIGAN AGRICULTURAL COMMODITIES INC. - NEWTON ST,305 N NEWTON STREET,MIDDLETON,48856,GRATIOT,LANSING,LUPLOWM1,"305 N NEWTON STREET, MIDDLETON, MI 48856"
MINOR,B8734,"ELDEN CYLINDER TESTING, INC.",9465 INKSTER RD,TAYLOR,48180,WAYNE,DETROIT,,"9465 INKSTER RD, TAYLOR, MI 48180"
MINOR,A1916,CLASSIC METAL FINISHING,2500 W. ARGYLE STREET,JACKSON,49202,JACKSON,JACKSON,WEEMSS,"2500 W. ARGYLE STREET, JACKSON, MI 49202"
MINOR,B1490,OMNISOURCE BAY CITY,1414 N MADISON STREET,BAY CITY,48706,BAY,BAY CITY,BREWERK,"1414 N MADISON STREET, BAY CITY, MI 48706"
MAJOR,P0437,"ENERGY DEVELOPMENTS PINCONNING, LLC",2403 E. Whitefeather Road,PINCONNING,48650,BAY,BAY CITY,MCCANNG2,"2403 E. Whitefeather Road, PINCONNING, MI 48650"
MINOR,B7547,EMHART CORPORATION,49201 Gratiot Ave,CHESTERFIELD,48501,MACOMB,WARREN,KELLYK6,"49201 Gratiot Ave, CHESTERFIELD, MI 48501"
,P0438,MICHIGAN PET MEMORIALS LLC,12871 WESTWOOD STREET,DETROIT,48223,WAYNE,DETROIT,HEMBENT,"12871 WESTWOOD STREET, DETROIT, MI 48223"
SM OPT OUT,P0439,DT MIDSTREAM - GOOSE CREEK REMEDIATION SITE,COUNTY ROAD 612 & DEWARD ROAD (GOOSE CREEK ROAD),KALKASKA,49733,KALKASKA,CADILLAC,OWENSC1,"COUNTY ROAD 612 & DEWARD ROAD (GOOSE CREEK ROAD), KALKASKA, MI 49733"
,N3355,TECHNO-COAT INC.,861 East 40th Street,HOLLAND,49423,ALLEGAN,KALAMAZOO,YAZZIEC,"861 East 40th Street, HOLLAND, MI 49423"
MINOR,M1876,MICHIGAN AGRICULTURAL COMMODITIES - NORTHSTAR,202 NORTH RAILROAD,NORTH STAR,48862,GRATIOT,LANSING,,"202 NORTH RAILROAD, NORTH STAR, MI 48862"
MINOR,B6017,KUHLMAN CONCRETE INC.,15370 S DIXIE HWY,MONROE,48161,MONROE,JACKSON,KAVANAUGHD,"15370 S DIXIE HWY, MONROE, MI 48161"
MINOR,P0440,OVONIC BATTERY COMPANY,1414 COMBERMERE DRIVE,TROY,48083,OAKLAND,WARREN,KELLYK6,"1414 COMBERMERE DRIVE, TROY, MI 48083"
MINOR,A0697,FRYMAN'S RECYCLING,300 E Railroad Street,DOWAGIAC,49047,CASS,KALAMAZOO,BENAWAYR,"300 E Railroad Street, DOWAGIAC, MI 49047"
MINOR,A7560,PARK METALLURGICAL CORPORATION,8074 Military Avenue,DETROIT,48204,WAYNE,DETROIT,,"8074 Military Avenue, DETROIT, MI 48204"
MINOR,P0441,PONCRAFT DOOR COMPANY,2005 PONTIAC ROAD,AUBURN HILLS,48326,OAKLAND,WARREN,AHAMMODS,"2005 PONTIAC ROAD, AUBURN HILLS, MI 48326"
MINOR,N3697,BOB'S TRUCK & EQUIPMENT REPAIR,3945 DOVE ROAD,PORT HURON,48060,SAINT CLAIR,WARREN,ELMOUCHIR,"3945 DOVE ROAD, PORT HURON, MI 48060"
MINOR,P0442,RIVERSIDE ENERGY OF MICHIGAN LLC - WESTERMAN,812 WOOD ROAD NW,RAPID CITY,49676,KALKASKA,CADILLAC,LINDGRENJ2,"812 WOOD ROAD NW, RAPID CITY, MI 49676"
,M4713,BP AMOCO - GRAND RIVER DETROIT,3705 W. GRAND RIVER,DETROIT,48204,WAYNE,DETROIT,,"3705 W. GRAND RIVER, DETROIT, MI 48204"
SM OPT OUT,P0443,YEAGER PAVING MATERIALS LLC,3666 CARROLLTON ROAD,CARROLLTON,48724,SAGINAW,BAY CITY,MCCANNG2,"3666 CARROLLTON ROAD, CARROLLTON, MI 48724"
SM OPT OUT,A2722,EXPERT COATING CO INC.,2855 MARLIN COURT NW,GRAND RAPIDS,49534,KENT,GRAND RAPIDS,COXM9,"2855 MARLIN COURT NW, GRAND RAPIDS, MI 49534"
MINOR,P0444,MDEQ/RRD REMEDIATION SITE,640 NORTH MAIN STREET,HERSEY,49639,OSCEOLA,CADILLAC,DICKMANR,"640 NORTH MAIN STREET, HERSEY, MI 49639"
SM OPT OUT,N2829,SHERIDAN PUBLISHING GRAND RAPIDS,5100 33RD STREET SE,GRAND RAPIDS,49512,KENT,GRAND RAPIDS,LAZZAROA1,"5100 33RD STREET SE, GRAND RAPIDS, MI 49512"
MINOR,N1650,"ACTEX, INC.",1300 RANKIN,TROY,48092,OAKLAND,WARREN,,"1300 RANKIN, TROY, MI 48092"
SM OPT OUT,P0445,ARAMCO SERVICES COMPANY,46535 PEARY COURT,NOVI,48377,OAKLAND,WARREN,LEFFERTK,"46535 PEARY COURT, NOVI, MI 48377"
SM OPT OUT,P0446,CORE ENERGY LLC - DOVER 36 CPF,"SEC 36 (Lat: 45 02' 11.6""  - Long: 84 30' 39.5"")",DOVER TWP,49735,OTSEGO,CADILLAC,DICKMANR,"SEC 36 (Lat: 45 02' 11.6""  - Long: 84 30' 39.5""), DOVER TWP, MI 49735"
SM OPT OUT,P0447,SOLVAY - CYTEC INDUSTRIES,3115 MILLER RD,KALAMAZOO,49001,KALAMAZOO,KALAMAZOO,BROTHERSM,"3115 MILLER RD, KALAMAZOO, MI 49001"
MINOR,M3929,SOUTHFIELD POLICE DEPARTMENT,26000 EVERGREEN,SOUTHFIELD,48037,OAKLAND,WARREN,LEFFERTK,"26000 EVERGREEN, SOUTHFIELD, MI 48037"
MINOR,K1283,BEAUMONT HEALTH TRENTON HOSPITAL,5450 FORT STREET,TRENTON,48183,WAYNE,DETROIT,ZYNDAT,"5450 FORT STREET, TRENTON, MI 48183"
MINOR,N2633,MESSINA CONCRETE,14675 TELEGRAPH ROAD,FLAT ROCK,48134,MONROE,JACKSON,KAVANAUGHD,"14675 TELEGRAPH ROAD, FLAT ROCK, MI 48134"
SM OPT OUT,P0448,POSTLE ALUMINUM,201 N EDWARDS STREET,CASSOPOLIS,49031,CASS,KALAMAZOO,BENAWAYR,"201 N EDWARDS STREET, CASSOPOLIS, MI 49031"
,P0449,"L-3 COMMUNICATIONS EOTECH, INC.",1201 EAST ELLSWORTH AVENUE,ANN ARBOR,48108,WASHTENAW,JACKSON,KOVALCHICKM,"1201 EAST ELLSWORTH AVENUE, ANN ARBOR, MI 48108"
MINOR,P0450,"TRI PAC, INC",17336 M-60 EAST,VANDALIA,49095,CASS,KALAMAZOO,BENAWAYR,"17336 M-60 EAST, VANDALIA, MI 49095"
MINOR,P0451,OAKLAND COUNTY SHERIFF'S OFFICE,1200 NORTH TELEGRAPH BLDG 38E,PONTIAC,48341,OAKLAND,WARREN,PINGAR,"1200 NORTH TELEGRAPH BLDG 38E, PONTIAC, MI 48341"
MINOR,B5064,"CERATIZIT USA, INC. (BUILDING 1)",11530 STEPHENS DRIVE,WARREN,48089,MACOMB,WARREN,PINGAR,"11530 STEPHENS DRIVE, WARREN, MI 48089"
MINOR,J5069,BEAUMONT HOSPITAL GROSSE POINTE,468 CADIEUX ROAD,GROSSE POINTE,48230,WAYNE,DETROIT,,"468 CADIEUX ROAD, GROSSE POINTE, MI 48230"
MINOR,P0452,CITY OF FARMINGTON HILLS,31555 W ELEVEN MILE ROAD,FARMINGTN HLS,48331,OAKLAND,WARREN,KELLYK6,"31555 W ELEVEN MILE ROAD, FARMINGTN HLS, MI 48331"
MINOR,P0453,HAMTRAMCK RECYCLING LLC,3333 HAMTRAMCK DRIVE,HAMTRAMCK,48211,WAYNE,DETROIT,HEMBENT,"3333 HAMTRAMCK DRIVE, HAMTRAMCK, MI 48211"
MINOR,M3654,"CARGILL, INC.",110 SHERWOOD STREET,DECATUR,49045,VAN BUREN,KALAMAZOO,BENAWAYR,"110 SHERWOOD STREET, DECATUR, MI 49045"
MINOR,P0454,HANWHA L&C ALABAMA LLC,1530 E Front Street,MONROE,48161,MONROE,JACKSON,KAVANAUGHD,"1530 E Front Street, MONROE, MI 48161"
MINOR,P0455,ELITE CLEANROOM SERVICES,548 S COURT STREET,LAPEER,48446,LAPEER,LANSING,MCGEEND,"548 S COURT STREET, LAPEER, MI 48446"
MINOR,N1904,BAY CITY METRO WATER PLANT,2691 N. EUCLID AVE,BAY CITY,48706,BAY,BAY CITY,BREWERK,"2691 N. EUCLID AVE, BAY CITY, MI 48706"
MINOR,P0456,"A3 CRUSHING & AGGREGATE, LLC",7603 Munford Road,RUTH,48470,HURON,BAY CITY,SHAFFERA1,"7603 Munford Road, RUTH, MI 48470"
SM OPT OUT,P0457,HICKS PLASTICS COMPANY LLC,51308 INDUSTRIAL DRIVE,MACOMB,48042,MACOMB,WARREN,DZIADOSZM,"51308 INDUSTRIAL DRIVE, MACOMB, MI 48042"
MINOR,N2314,WILTSE CHEVY OLDS BUICK,501 N M 76,STANDISH,48658,ARENAC,BAY CITY,GENTLEN,"501 N M 76, STANDISH, MI 48658"
MINOR,N3326,STANDISH MILLING COMPANY,1331 WEST CEDAR,STANDISH,48658,ARENAC,BAY CITY,GENTLEN,"1331 WEST CEDAR, STANDISH, MI 48658"
,P0458,"WAR-AG FARMS SERVICES, LLC",7804 Elton Highway,TIPTON,49287,LENAWEE,JACKSON,WEEMSS,"7804 Elton Highway, TIPTON, MI 49287"
,P0459,JSP SHEET FOAM LLC,4335 COUNTY FARM ROAD,JACKSON,49201,JACKSON,JACKSON,WEEMSS,"4335 COUNTY FARM ROAD, JACKSON, MI 49201"
MINOR,K9207,"NICHOLS ANIMAL HOSPITAL, P.C.",36912 VAN BORN ROAD,WAYNE,48184,WAYNE,DETROIT,,"36912 VAN BORN ROAD, WAYNE, MI 48184"
,P0460,LEVY CEC SCREENING PLANT,9300 DIX,DEARBORN,48120,WAYNE,DETROIT,,"9300 DIX, DEARBORN, MI 48120"
MINOR,P0461,AUBURN BEAN & GRAIN,18413 S. OAKLEY ROAD,OAKLEY,48649,SAGINAW,BAY CITY,MCCANNG2,"18413 S. OAKLEY ROAD, OAKLEY, MI 48649"
,N1107,FREEDOM TRUCK PARTS,1100 INDUSTRIAL AVENUE,ALBION,49224,CALHOUN,KALAMAZOO,CHAPELA,"1100 INDUSTRIAL AVENUE, ALBION, MI 49224"
MINOR,J5233,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVENUE,WYANDOTTE,48192,WAYNE,DETROIT,,"2333 BIDDLE AVENUE, WYANDOTTE, MI 48192"
MINOR,B6177,"WIEGAND'S CRUSHING, INC.",21725 Groesbeck Highway,WARREN,48089,MACOMB,WARREN,KELLYK6,"21725 Groesbeck Highway, WARREN, MI 48089"
,M4248,SILVER CRAFT INC.,15770 DALE AVENUE,DETROIT,48223,WAYNE,DETROIT,,"15770 DALE AVENUE, DETROIT, MI 48223"
,P0462,KNUST FARMS - 30 MILE ROAD,15055 30 Mile Road,WASHINGTON,48466,MACOMB,WARREN,KELLYK6,"15055 30 Mile Road, WASHINGTON, MI 48466"
,M4221,"ROYAL ROOFING COMPANY, INC.",14201 SCHAEFER,DETROIT,48227,WAYNE,DETROIT,,"14201 SCHAEFER, DETROIT, MI 48227"
,B4759,SAM'S COLLISION,14881 E. SEVEN MILE ROAD,DETROIT,48205,WAYNE,DETROIT,,"14881 E. SEVEN MILE ROAD, DETROIT, MI 48205"
,M4512,SIMCO AUTOMOTIVE PUMP COMPANY,6100 BUCHANAN STREET,DETROIT,48227,WAYNE,DETROIT,,"6100 BUCHANAN STREET, DETROIT, MI 48227"
,M4680,REMAN PARTS INC. DUPLICATE SRN B8991,13140 FOLEY STREET,DETROIT,48227,WAYNE,DETROIT,,"13140 FOLEY STREET, DETROIT, MI 48227"
MINOR,D7844,COOPERATIVE ELEVATOR COMPANY,4600 S RUTH RD,RUTH,48470,HURON,BAY CITY,SHAFFERA1,"4600 S RUTH RD, RUTH, MI 48470"
MINOR,M3953,COOPERATIVE ELEVATOR CO FKA TERRA INTERNATIONAL,4931 SHREEVES RD,FAIRGROVE,48733,TUSCOLA,BAY CITY,SHAFFERA1,"4931 SHREEVES RD, FAIRGROVE, MI 48733"
MINOR,P0463,KNUST FARMS - MORTIMER LINE ROAD,236 W. Mortimer Line Road,PECK,48466,SANILAC,BAY CITY,SHAFFERA1,"236 W. Mortimer Line Road, PECK, MI 48466"
MINOR,P0464,INTERSTATE AUTO BODY LLC,21815 REPUBLIC AVE,OAK PARK,48237,OAKLAND,WARREN,LEFFERTK,"21815 REPUBLIC AVE, OAK PARK, MI 48237"
MINOR,M4626,DANA CONTAINER INC.,11430 RUSSELL,DETROIT,48211,WAYNE,DETROIT,HEMBENT,"11430 RUSSELL, DETROIT, MI 48211"
,B4210,SHELLER GLOBE CO,8525 BUTLER,HAMTRAMCK,48211,WAYNE,DETROIT,,"8525 BUTLER, HAMTRAMCK, MI 48211"
SM OPT OUT,M4852,CREST INDUSTRIES,1337 KING,TRENTON,48183,WAYNE,DETROIT,ZIMMERMANJ3,"1337 KING, TRENTON, MI 48183"
